relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0074922.pdf_75_75_15_15_26_27	A1/HP:0012125|Prostate cancer	{15}	{26,27}	{Several,recent,studies,have,indicated,that,annexin,II,was,reduced,in,prostate,cancers,and,annexins,A1,and,A2,have,already,been,associated,with,tumor,suppression,in,prostate,cancer,[,24,],.}	{"On the other hand , there is also some evidence that an increase of ANXA1 expression has occurred in other types of cancer , such as pancreatic , esophageal , and gastric carcinomas [ 21,22,23 ] .","There is a lack of adequate functional experimental evidence clearly deﬁning the role of annexins in prostate cancer ."}	{"Lecona and colleagues demonstrated that butyrate could upregulate the expression of ANXAl in human colon adenocarcinoma cells [ 1 1 ] .","These studies highlight the possible role of sodium butyrate as an ANXA1 regulator to inhibit the progression of prostate cancer ."}	0.512
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0052578.pdf_371_371_41_41_56_56_UNSUP	p53/HP:0002664|Neoplasm	{41}	{56}	{O’Neill,CJ,",",Deavers,l,"\\\\",’,IT,",",l,"\\\\",’,Ia1pica,A,",",Foster,H,",",l,"\\\\",’,IcCluggage,VVG,(,2005,),An,immunohistochemical,comparison,between,low-grade,and,high-grade,ovarian,serous,carcinomas,:,significantly,higher,expression,of,p53,",",l,"\\\\",’,IIBl,",",BCL2,",",HER2/neu,",",and,C-KIT,in,high-grade,neoplasms,.}	{"Adv Anat Pathol 16 : 2674282 .","5 ."}	{"Am ] Surg Pathol 29 : 103441041 .","6 ."}	0.708
RELATION_GENEHPOTERM_journal.pone.0098270.pdf_41_41_26_26_50_51	AF4/HP:0002488|Acute leukemia	{26}	{50,51}	{For,MLL,fusion,proteins,",",the,5,',end,of,the,MLL,gene,is,fused,to,the,3,',portion,of,its,partners,",",such,as,AF4,",",AF9,",",AF10,or,ENL,G,MLLrearranged,leukemia,accounts,for,~,75,%,of,infant,and,~,10,%,chi1d,/,adult,acute,leukemias,[,4,],.}	{Introduction,"Acute leukemia with somatic rearrangements of the gene MixedZineage leukemia ( MLL ) involves a chromosomal translocation that fuses the MLL gene at 11q23 with one of > 70 reported fusion partners G Normally , MLL plays a positive role in maintenance of Hox gene expression during development [ 2 ] ."}	{"This type of leukemia has a particularly poor prognosis and high risk of relapse .","The 5-year event-free survival rates of infants with MLL — rearranged acute lymphoid leukemia ( ALL ) are only 30 — 40 % [ 5 ] , and the 5yearevent-free survival rates for patients with MLL — rearranged acute myeloid leukemia ( AML ) are 34-61 % [ 6 ] ."}	0.544
RELATION_GENEHPOTERM_journal.pone.0059226.pdf_61_61_4_4_24_25	CCN2/HP:0002878|Respiratory failure	{4}	{24,25}	{As,a,result,of,CCN2,deﬁciency,",",growth-plate,angiogenesis,and,endochondral,ossiﬁcation,are,partially,impaired,",",and,CCN2-deﬁcient,mice,die,after,birth,because,of,respiratory,failure,caused,by,the,skeletal,defects,[,17,],.}	{"Also , osteoblast proliferation and maturation are stimulated by CCN2 [ 16 ] .","These in vitro ﬁndings are consistent with studies on CCN2-deﬁcient mice , which develop skeletal dysmorphisms including kinky bone and cartilage elements , due to impairment of chondrocyte proliferation and extracellular matrix deposition in the hypertrophic zone [ 17 ] ."}	{"Although multiple effects of CCN2 on differentiation , proliferation , and matrix synthesis of chondrocytes , ﬁbroblasts , endothelial cells , and osteoblasts have been reported , the speciﬁc role of CCN2 synthesized by chondrocytes during cartilage and bone development in viva remains unclear .","To elucidate the role of chondrocyte-derived CCN2 , we generated CCN2-over-expressing mice with the gene expressed under the control of a 6 kb-CoZ2a ] promoter that included a cartilage-speciﬁc enhancer element in the ﬁrst intron of the C0l2a ] gene and obtained in viva evidence for a key role of CCN2 in regulating chondrocyte gene expression and cartilage differentiation ."}	0.056
RELATION_GENEHPOTERM_journal.pone.0026058.pdf_162_162_3_3_13_13	OTX2/HP:0002885|Medulloblastoma	{3}	{13}	{Genes,with,multiple,OTX2,and,MYC,binding,are,expressed,at,higher,levels,in,medulloblastoma,and,stem,cells,We,then,investigated,whether,the,four,different,classes,of,promoter,regions,with,OTX2,and,MYC,binding,as,depicted,in,Figure,2,show,differences,in,gene,expression,levels,.}	{"The presence of a motif also had no effect on the number of genes regulated or the magnitude of the regulation after OTX2 silencing in D425 cells ( data not shown ) .","Therefore , even though these motifs are required for OTX2 binding , additional factors seem to be necessary to determine expression levels and regulation ."}	{"Interestingly , the most striking correlation was found for the class of promoter regions with multiple OTX2-binding peaks with MYC binding ( Figure 6A ; blue line ) .","In D425 Cells , with increasing expression the percentage of promoter regions that have multiple OTX2 and MYC binding also increased ."}	0.532
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0054519.pdf_10_10_46_46_56_56_UNSUP	NGF/abducen	{46}	{56}	{For,this,purpose,",",we,performed,immunofluorescence,followed,by,confocal,microscopy,analysis,for,the,detection,of,vascular,endothelial,growth,factor,(,VEGF,),",",brain,—,derived,neurotrophic,factor,(,BDNF,),",",neurotrophin,—,3,(,NT,—,3,),and,nerve,growth,factor,(,NGF,),on,brainstem,sections,from,rats,with,axotomy,of,abducens,internuclear,neurons,that,received,NPC,implants,(,implanted,group,),or,vehicle,injections,(,axotomized,group,),in,the,lesion,site,.}	{"The new microenvironment created by NPCs in the host tissue might modulate in the damaged neurons the expression ofa high variety of molecules with relevant roles in the repair mechanisms , including neurotrophic factors .","In the present work , we aimed to analyze changes in neurotrophic factor expression in axotomized neurons induced by NPC implants ."}	{"Control abducens internuclear neurons were strongly immunoreactive to VEGF and BDNF but showed a weak staining for NT — 3 and NGF .","Comparisons between groups revealed that lesioned neurons from animals that received NPC implants showed a significant increase in VEGF content with respect to animals receiving vehicle injections ."}	0.166
RELATION_GENEHPOTERM_journal.pmed.0050225.pdf_1161_1161_1_1_20_20	CP/HP:0100753|Schizophrenia	{1}	{20}	{Doutney,CP,",",Buhrich,N,",",Virgona,A,",",Cohen,A,",",Daniels,P,(,1985,),The,prevalence,of,schizophrenia,in,a,refuge,for,homeless,men,.}	{"Weller BG , Weller MP , Coker E , Mahomed S ( 1987 ) Crisis at Christmas 1986 .","Lancet 1 : 553 — 554 ."}	{"Aust N Z J Psychiatry 19 : 233 — 238 .","Langle G , Egerter B , Albrecht F , Petrasch M , Buchkremer G ( 2005 ) Prevalence of mental illness among homeless men in the community Approach to a full census in a southern German university town ."}	0.004
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0057120.pdf_62_62_2_2_32_32_UNSUP	APP/HP:0000726|Dementia	{2}	{32}	{Thr668,of,APP,Mediates,Object,Recognition,Deficits,found,ln,FDDK,|,Mice,Recent,ﬁndings,suggest,that,products,of,BACEl-processing,of,APP,(,predominantly,B-CTF,),trigger,several,pathological,features,related,to,human,dementias,both,in,a,mouse,model,of,FDD}	{"p | osone.org 1 February 2013 | Volume 8 | Issue 2 | e57120",Results}	{"[ 10,16 ] and human neurons derived from familial and sporadic AD [ 9 ] .","Thus , we decided to probe in more details the pathogenic function of the carboxyl-terminal region of APP , focusing on the intracellular Thr668 residue ( following the numbering of the APP695 isoform ) ."}	0.076
RELATION_GENEHPOTERM_journal.pone.0089440.pdf_273_273_6_6_29_29	HR/HP:0001945|Fever	{6}	{29}	{VVu,PC,",",LayJG,",",Guo,HR,",",Lin,CY,",",Lung,SC,",",et,al.,(,2009,),Higher,temperature,and,urbanization,affect,the,spatial,patterns,of,dengue,fever,transmission,in,subtropical,Taiwan,.}	{"Sci Total Environ 367 : 631 — 640 .","16 ."}	{"Sci Total Environ 407 : 222442233 .","Trends of Dengue Transmission in the Asia-Pacific also suggests the importance of exploring DF transmission patterns within speciﬁc countries ."}	0.034
RELATION_GENEHPOTERM_SUP_F_G_SCPDFS_20049.pdf_34_34_2_2_7_8_UNSUP	LHON/HP:0001138|Optic neuropathy	{2}	{7,8}	{Abbreviations,:,LHON,",",Leber,'s,hereditary,optic,neuropathy,;,HRM,",",high,—,resolution,melt,;,mtDNA,",",mitochondrial,DNA,;,SNP,",",single,nucleotide,polymorphism,.}	{"Up to date , more than 50 LHON — associated mtDNA mutations have been identiﬁed in various ethnic populations ( Brandon et al. , 2005 ; Cai et al. , 2008 ) .",Of}	{"* Correspondence to : B , Li , Department of Ophthalmology , Tongji Medical College Huazhong University of Science 82 Technology , 1095 # Jiefang Ave. , Wuhan 430030 , People 's Republic of China , Tel. / fax : +86 27 8366 3280 , ** Correspondence to : D.W. Wang , Department of Internal Medicine Tongji Hospital , Tongji Medical College Huazhong University of Science 82 Technology , 1095 # Jiefang Ave. , Wuhan 430030 People 's Republic of China .","Tel. / fax : +86 27 8366 2827 , E — mail addresses : scotopsin@yahoo.com.cn ( B. Li ) , dwwang57@263.net,cn ( D.W. Wang ) ."}	0.076
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0008817.pdf_740_740_32_33_24_25_UNSUP	insulin_receptor/HP:0000855|Insulin resistance	{32,33}	{24,25}	{Ueki,K,",",Kondo,T,",",Kahn,CR,(,2004,),Suppressor,of,cytokine,signaling,1,(,SOCSl,),and,SOCS,~,3,cause,insulin,resistance,through,inhibition,of,tyrosine,phosphorylation,of,insulin,receptor,substrate,proteins,by,discrete,mechanisms,.}	{"Kaneto H , N akatani Y , 1 \\\\ ’ Iiyatsuka T , Kawamori D , 1 \\\\ ’ Iatsuoka TA , et al. ( 2004 ) Possible novel therapy for diabetes with cell-permeable ‘ INK-inhibitory peptide .","Nat 1 \\\\ Ied 10 : 1l28 — l132 ."}	{.,"\\\\ Io1 Cell Biol 24 : 5434 ~ 5446 ."}	0.924
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0051626.pdf_472_472_10_10_15_17_UNSUP	AF10/HP:0004808|Acute myeloid leukemia	{10}	{15,16,17}	{The,clathrin-binding,domain,of,CALlVI,and,the,OlVI-LZ,domain,of,AF10,are,sufficient,to,induce,acute,myeloid,leukemia,in,mice,.}	{.,"Deshpande AJ , Rouhi A , Lin Y , Stadler C , Greif PA , et al. ."}	{"Leukemia 25 : l718 — l727 .",.}	0.84
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0076188.pdf_545_545_13_13_23_24_UNSUP	DF/HP:0000855|Insulin resistance	{13}	{23,24}	{Matthews,DR,",",Hosker,JP,",",Rudenski,AS,",",Naylor,BA,",",Treacher,DF,et,al.,(,1985,),Homeostasis,model,assessment,:,insulin,resistance,and,betacell,function,from,fasting,plasma,glucose,and,insulin,concentrations,in,man,.}	{"pmed .0050012 .","PubMed : 18184033 ."}	{"Diabetologia 28 : 412-419 .","doi :10.1007 / BF00280883 ."}	0.04
RELATION_GENEHPOTERM_SUP_F_G_journal.ppat.1000519.pdf_209_209_22_22_41_42_UNSUP	JH/HP:0001258|Spastic paraplegia	{22}	{41,42}	{Edgar,J1,"\\\\",’,I,",",1,"\\\\",’,IcLaughlin,1,"\\\\",’,I,",",Yool,D,",",Zhang,SC,",",Fowler,JH,",",et,al.,(,2004,),Oligodendroglial,modulation,of,fast,axonal,transport,in,a,mouse,model,of,hereditary,spastic,paraplegia,.}	{"Science 280 : l6l0 * l613 .","11 ."}	{"J Cell Biol 166 : 121 — 131 .","12 ."}	0.046
RELATION_GENEHPOTERM_journal.pone.0007563.pdf_975_975_4_4_29_32	HR/HP:0006510|Chronic obstructive pulmonary disease	{4}	{29,30,31,32}	{Remels,AH,",",Gosker,HR,",",van,der,Velden,J,",",Langen,RC,",",Schols,Al,"\\\\",’,I,(,2007,),Systemic,inflammation,and,skeletal,muscle,dysfunction,in,chronic,obstructive,pulmonary,disease,:,state,of,the,art,and,novel,insights,in,regulation,of,muscle,plasticity,.}	{"De Rossi l \\\\ I , Bernasconi P , Baggi F , de VVaal l \\\\ ’ Ialefyt R , l \\\\ ’ Iantegazza R ( 2000 ) Cytokines and chemokines are both expressed by human myoblasts : possible relevance for the immune pathogenesis of muscle inflammation .","Int lmmunol 12 : l329 — l335 ."}	{"Clin Chest Med 28 : 537 — 552 , vi .","Pandey NI , Bajaj GD , Rath PC ( 2004 ) Induction of the interferon-inducil ) le RNA ~ degrading enzyme , RNase L , by stress-inducing agents in the human cervical carcinoma cells ."}	0.034
RELATION_GENEHPOTERM_journal.pone.0011484.pdf_786_786_13_13_36_36	PM/HP:0002099|Asthma	{13}	{36}	{Redecke,V,",",Hacker,H,",",Datta,SK,",",Fermin,A,",",Pitha,PM,",",et,al.,(,2004,),Cutting,edge,:,activation,of,Toll-like,receptor,2,induces,a,Th2,immune,response,and,promotes,experimental,asthma,.}	{"J Allergy Clin Immunol 120 : 8034812 .",.}	{"J Immunol 172 : 273942743 .",.}	0.012
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0001882.pdf_676_676_4_4_31_33_UNSUP	RG/HP:0004808|Acute myeloid leukemia	{4}	{31,32,33}	{Valk,PJ,",",Verhaak,RG,",",Beijen,1,"\\\\",IA,",",Erpelinck,CA,",",Barjesteh,van,VVaalwijk,van,Doorn-Khosrovani,S,",",et,al.,(,2004,),Prognostically,useful,gene-expression,proﬁles,in,acute,myeloid,leukemia,.}	{"Armstrong SA , Staunton JE , Silverman LB , Pieters R , den Boer lVlL , et al. ( 2002 ) KILL translocations specify a distinct gene expression proﬁle that distinguishes a unique leukemia .","Nat Genet 30 : 41447 ."}	{"N EnglJ 1 \\\\ ’ Ied 350 : 161741628 .",.}	0.048
RELATION_GENEHPOTERM_SUP_F_GH_journal.pgen.1004038.pdf_789_789_9_9_34_34_UNSUP	DC/factor	{9}	{34}	{Scientiﬁc,Reports,2,:,srep00208,Fischedick,G,",",Klein,DC,",",V,"\\\\",lu,G,",",Esch,D,",",Hoing,S,",",et,al.,(,2012,),Zfp296,is,a,novel,",",pluripotent-specific,reprogramming,factor,.}	{"IntJ Biochem Cell Biol 32 : 1103-1121 .","Hirata T , Amano T , Nakatake Y , Amano 1 \\\\ ’ I , Piao Y , et al. ( 2012 ) Zscan4 transiently reactivates embryonic genes during the generation of induced pluripotent stem cells ."}	{"PLoS ONE 7 : e34645 .","Scotland KB , Chen S , Sylvester R , Gudas LJ ( 2009 ) Analysis of Rexl ( zfp42 ) function in embryonic stem cell differentiation ."}	0.06
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0088570.pdf_596_596_28_28_36_36_UNSUP	DCMD/HP:0001259|Coma	{28}	{36}	{Although,we,can,not,directly,link,AMPK,to,changes,in,HCN,",",the,AMPK,activator,metformin,and,HCN,channel,blocker,ZD7288,both,affect,spike,train,propagation,in,the,DCMD,axon,in,a,similar,way,to,anoxic,coma,by,reducing,conduction,velocity,.}	{"We identify a role for HCN channels in regulating temporal precision and the fidelity of AP signalling .","HCN is positively modulated by cAMP in a phosphorylationindependent manner [ 61,62 ] , and therefore could act as a downstream axonal target for cAMP ."}	{"A signalling pathway in which AMPK ’s mechanism of action would be to decrease the pool of cytosolic cAMP available to HCN channels , thus reducing HCN activity at rest , is consistent with the data reported here .","Changes in conduction velocity occur more substantially at higher AP instantaneous frequencies , and this will consequently have a distorting effect on the temporal structure of the spike train encoded in the brain during its transmission to neurons in the thoracic ganglia ."}	0.222
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0073485.pdf_271_271_34_34_0_0_UNSUP	AF/HP:0001297|Stroke	{34}	{0}	{Stroke,propensity,for,the,clots,of,2-6,mm,diameter,released,at,a,range,of,clot,ejection,speeds,(,i.e.,",",0.1-0,.7,m/s,),under,the,(,A,),normal,and,(,B,),AF,flow,conditions,.}	{"( C ) ( D )","Figure 5 ."}	{"The black , dark gray , light gray , white , and blue bars represent 2 , 3 , 4 , 5 , and 6 mm diameter clot , respectively .","Overall stroke propensity for the clots of 2-6 mm diameter with a range of clot ejection speeds of 0-0 .7 m/s released at three different ejection times indicated in Fig ."}	0.074
RELATION_GENEHPOTERM_journal.pgen.1003137.pdf_270_270_5_5_18_18	CTCF/HP:0002665|Lymphoma	{5}	{18}	{Hence,",",we,investigated,whether,CTCF,was,associated,with,the,DNA,methylation,status,of,genes,in,normal,and,lymphoma,cells,.}	{"[ 15 — 17 ] Thus it is likely that abnormal promoter methylation , especially hypo-methylation , tends to spread to neighboring promoters along the chromosomes ; however , at this stage we can not rule out other possibilities .","The transcriptional repressor CTCF contributes to the organization of chromatin domains and the spatial delimitation of epigenetic marks [ 18 ] ."}	{"Overlaying published genome-wide CTCF ChIP-seq data [ 18,19 ] , we found that promoters in CTCF-binding site ( BS ) - poor regions were usually hyper-methylated in normal Bcells , but hypo-methylated in lymphomas ( FL , GCB and ABC ) ( Figure 5A — 5B ) .","There was little inter-sample variation in normal"}	0.482
RELATION_GENEHPOTERM_journal.pone.0087488.pdf_259_259_9_9_19_20	NAF/HP:0001397|Hepatic steatosis	{9}	{19,20}	{The,observed,deﬁciency,in,glucose,induced,GLP-1,secretion,in,NAF,LD,/,NASH,seems,therefore,to,be,related,to,hepatic,steatosis,.}	{"\\\\ / V e did not insist on this criterion as previous studies had shown that glucose induced GLP-1 secretion is independent of age [ 35,36 ] .","Deﬁciency of GLP-1 Secretion in NAFLD"}	{"Liraglutide and exenatide have been shown to reduce hepatic lipid accumulation in diabetics , measured non-invasively by 1HMRS [ 21 ] .","The therapeutic effect of GLP-1 agonists on nondiabetic patients with NAFLD / NASH is currently studied in clinical trials ( www.clinicaltrials.gov ) [ 37 ] ."}	0.488
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0039434.pdf_629_629_13_13_30_30_UNSUP	DL/HP:0100753|Schizophrenia	{13}	{30}	{Jahshan,C,",",Cadenhead,KS,",",Rissling,AJ,",",Kirihara,K,",",Braff,DL,",",et,al.,(,2012,),Automatic,sensory,information,processing,abnormalities,across,the,illness,course,of,schizophrenia,.}	{"Neuropsychology 24 : 1094120 .",.}	{"Psychol l \\\\ Ied 42 : 85497 .","AddingtonJ , Cadenhead KS , Cannon TD , Cornblatt B , lVIcGlashan TH , et al. ( 2007 ) North American Prodrome Longitudinal Study : a collaborative multisite approach to prodromal schizophrenia research ."}	0.05
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0056269.pdf_110_110_43_43_5_6_UNSUP	RP/HP:0006562|Viral hepatitis	{43}	{5,6}	{In,addition,",",co-infections,causing,viral,hepatitis,(,RP,:,2.6,),and,other,fungal,infections,including,oral,and,invasive,candidiasis,(,RP,:,4.9,and,7.3,",",respectively,),as,well,as,diseases,caused,by,intracellular,pathogens,such,as,mycobacterial,diseases,(,RP,:,17,),were,also,more,common,among,patients,hospitalized,with,CM,compared,with,all,patients,.}	{"Furthermore , relationships were evident with a variety of rheumatologic diseases including dermatomyositis ( RP : 17 ) and systemic lupus erythematosis ( 5.4 ) , which could be related to steroid use , known to be a risk factor for CM [ 16 ] .","Interestingly , a number of codes related to liver disease : liver failure ( RP : 6.1 ) , autoimmune hepatitis ( RP : 10 ) and liver cirrhosis ( RP : 2.8 ) , were frequent Co — morbidities and signiﬁcantly associated with GM ."}	{"< 2 hospitalizationslrnillion population < 2 hospitalizationslmillion population 2-5 hospitalizationslmillion population","- 2-4 hospitalizationslmillion population"}	0.06
RELATION_GENEHPOTERM_SUP_MAP_journal.ppat.1000997.pdf_548_548_18_18_31_31_UNSUP	NP/HP:0002090|Pneumonia	{18}	{31}	{1,;,C.,trac/zomatis,serovar,A,",",strain,HAR-13,-,YP328278,.1,;,C.,murialarum,strain,Nigg,-,NP,2971,15.1,;,C.,caviae,strain,GPIC,-,NP,8290431,",",C.,pneumoniae,strain,CWL029,-,NP,224768,.}	{"Eluted proteins were monitored by A280 absorbance and peak fractions harboring eluted Tarp were conﬁrmed by immunoblot analysis .","Accession numbers Accession numbers for Tarp orthologs used here are as follows : C. trac/zomatis serovar L2 , stain LGV434 - AAT47185 , C. traclzamatis serovar D , strain UW3/Cx - NP 219969 ."}	{l.,Acknowledgments}	0.592
